Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Career1,Career2,Career3
A,B,C,D,A,D,B,C,A,C,A,B,Cybersecurity,Cloud Engineer,Software Developer
C,D,B,D,C,A,D,C,D,D,D,D,AI Engineer,Researcher,Data Scientist
D,D,A,C,D,D,C,A,B,D,A,C,UX Designer,UI/UX Designer,Entrepreneur
A,D,C,A,C,D,A,B,D,D,D,B,Cybersecurity,UX Designer,Backend Developer
B,D,C,A,B,B,C,D,D,D,B,A,AI Engineer,Data Scientist,Software Developer
C,A,C,C,B,C,B,C,B,A,A,D,Researcher,Data Scientist,AI Engineer
A,A,D,A,D,A,B,A,A,D,B,B,Backend Developer,Cloud Engineer,Cybersecurity
D,C,C,B,A,B,D,A,C,B,D,B,Entrepreneur,Data Scientist,UI/UX Designer
B,C,B,C,B,C,A,A,C,A,A,C,AI Engineer,Software Developer,Data Scientist
A,A,A,C,D,C,A,A,A,B,C,B,Cybersecurity,Cloud Engineer,Backend Developer
D,D,D,D,D,C,C,C,A,D,D,C,Entrepreneur,Product Manager,UX Designer
D,D,D,A,C,D,A,D,A,A,D,B,UX Designer,Entrepreneur,UI/UX Designer
B,B,B,B,D,B,C,C,D,D,B,D,Data Scientist,Software Developer,AI Engineer
C,D,D,D,D,B,B,C,C,B,C,A,Researcher,AI Engineer,UX Designer
A,C,C,C,D,C,B,D,C,B,D,B,Cybersecurity,Backend Developer,Cloud Engineer
A,D,B,B,D,D,A,C,C,B,B,D,Cybersecurity,UX Designer,Cloud Engineer
A,B,B,C,D,D,D,A,B,D,B,C,Software Developer,Cybersecurity,Cloud Engineer
D,A,C,C,A,A,A,B,C,B,D,B,UI/UX Designer,Entrepreneur,Product Manager
A,D,D,D,A,A,C,B,C,B,A,B,UX Designer,Backend Developer,Cybersecurity
D,C,D,A,D,C,D,C,B,B,C,D,UI/UX Designer,Data Scientist,Product Manager
D,D,D,B,C,B,B,A,A,D,C,A,UI/UX Designer,Entrepreneur,UX Designer
C,D,D,B,C,D,A,A,A,B,D,C,Researcher,UX Designer,AI Engineer
C,D,D,A,B,A,B,A,B,A,B,C,AI Engineer,Researcher,Data Scientist
B,A,A,C,D,D,A,B,B,D,B,D,Software Developer,AI Engineer,Data Scientist
B,A,C,D,B,A,C,A,D,A,B,D,Data Scientist,Software Developer,AI Engineer
B,B,D,C,A,C,C,D,C,C,A,C,Data Scientist,Software Developer,AI Engineer
D,C,A,B,B,D,B,B,D,C,B,B,Entrepreneur,Data Scientist,Product Manager
A,B,A,B,C,A,D,A,B,D,B,B,Cybersecurity,Software Developer,Backend Developer
A,B,D,C,B,C,B,B,B,A,C,D,Backend Developer,Cybersecurity,Cloud Engineer
C,D,A,B,D,C,C,A,B,D,A,D,Data Scientist,UX Designer,AI Engineer
C,B,A,A,C,D,D,C,B,B,B,A,Researcher,AI Engineer,Software Developer
B,A,D,D,A,B,C,C,C,C,B,B,Data Scientist,Software Developer,AI Engineer
D,D,D,C,A,D,D,B,A,A,B,C,Product Manager,UI/UX Designer,Entrepreneur
A,C,D,C,B,A,D,A,A,D,C,B,Cybersecurity,Backend Developer,Data Scientist
C,B,A,C,D,A,A,A,D,D,D,C,AI Engineer,Researcher,Software Developer
B,D,C,B,D,A,D,B,A,B,C,C,Software Developer,Data Scientist,AI Engineer
A,B,A,A,C,D,D,A,B,B,B,D,Software Developer,Backend Developer,Cloud Engineer
A,C,D,B,A,D,C,C,C,C,C,A,Backend Developer,Data Scientist,Cloud Engineer
B,D,C,C,C,D,B,B,B,C,A,D,Data Scientist,Software Developer,AI Engineer
B,D,C,A,C,D,A,C,D,A,D,C,Software Developer,Data Scientist,AI Engineer
B,D,B,B,C,B,B,B,B,B,B,C,AI Engineer,Software Developer,Data Scientist
A,A,A,A,A,B,A,A,D,D,C,C,Backend Developer,Cloud Engineer,Cybersecurity
C,B,C,D,A,C,D,B,D,C,A,B,Data Scientist,Software Developer,AI Engineer
D,A,C,A,C,D,C,C,C,A,D,C,Product Manager,Entrepreneur,UI/UX Designer
B,C,D,B,C,A,C,C,A,D,A,B,AI Engineer,Data Scientist,Software Developer
C,A,D,D,D,B,B,D,D,C,C,D,Data Scientist,AI Engineer,Researcher
C,B,B,A,B,D,A,B,D,C,B,B,AI Engineer,Data Scientist,Researcher
A,A,B,C,A,B,B,D,A,C,B,B,Cloud Engineer,Cybersecurity,Backend Developer
A,B,B,D,A,C,D,C,D,C,B,D,Cloud Engineer,Cybersecurity,Backend Developer
D,A,D,C,B,A,C,D,B,D,D,A,UI/UX Designer,Entrepreneur,Product Manager
D,D,C,B,C,B,B,D,B,A,A,C,UI/UX Designer,Entrepreneur,UX Designer
A,D,A,A,C,A,B,D,B,B,C,C,UX Designer,Cybersecurity,Backend Developer
A,D,D,C,D,B,C,B,A,D,D,B,UX Designer,Cloud Engineer,Cybersecurity
A,C,B,B,D,C,D,D,B,B,C,A,Backend Developer,Data Scientist,Cloud Engineer
C,D,A,A,D,D,B,D,C,C,D,C,Data Scientist,Researcher,UX Designer
A,A,D,B,B,D,C,D,D,D,A,A,Cybersecurity,Cloud Engineer,Backend Developer
B,B,B,D,A,A,D,B,B,D,D,D,Data Scientist,Software Developer,AI Engineer
B,A,B,D,C,C,D,C,B,A,A,D,Data Scientist,AI Engineer,Software Developer
C,A,C,A,D,B,D,C,A,C,A,C,AI Engineer,Data Scientist,Researcher
D,A,A,A,A,A,C,C,A,A,D,B,UI/UX Designer,Entrepreneur,Product Manager
C,A,B,A,B,C,B,C,C,C,A,D,Researcher,AI Engineer,Data Scientist
A,A,B,D,C,B,C,B,A,D,A,B,Cloud Engineer,Cybersecurity,Backend Developer
B,D,C,C,B,D,A,A,B,A,A,C,Data Scientist,Software Developer,AI Engineer
C,D,C,B,D,B,D,B,A,B,A,D,Data Scientist,UX Designer,AI Engineer
D,D,A,D,C,A,D,B,B,C,D,A,Entrepreneur,Product Manager,UX Designer
D,A,B,D,A,D,A,C,A,D,A,A,UI/UX Designer,Product Manager,Entrepreneur
A,A,A,B,A,A,B,B,D,B,B,B,Backend Developer,Cloud Engineer,Cybersecurity
B,D,A,C,B,C,A,A,C,D,C,C,Data Scientist,UX Designer,AI Engineer
D,B,C,B,B,B,D,B,B,B,A,D,Entrepreneur,Product Manager,UI/UX Designer
B,A,D,D,A,C,B,A,A,C,C,D,Software Developer,AI Engineer,Data Scientist
B,A,A,A,C,A,C,B,C,C,B,A,Software Developer,AI Engineer,Data Scientist
A,C,A,B,C,D,A,A,B,C,D,A,Cybersecurity,Cloud Engineer,Backend Developer
B,C,B,A,D,C,B,B,C,A,A,A,Data Scientist,AI Engineer,Software Developer
C,C,D,B,C,B,A,B,C,C,D,B,Researcher,AI Engineer,Data Scientist
D,B,A,D,B,C,D,A,B,A,B,A,UI/UX Designer,Software Developer,Product Manager
D,A,C,A,C,C,C,A,A,D,B,A,Product Manager,UI/UX Designer,Entrepreneur
C,C,B,D,B,A,B,D,A,B,A,C,AI Engineer,Researcher,Data Scientist
D,D,C,D,C,A,C,C,D,D,A,A,Entrepreneur,Product Manager,UX Designer
D,C,D,B,A,B,C,D,C,A,A,D,Entrepreneur,Product Manager,UI/UX Designer
C,A,B,A,C,B,D,B,D,D,D,B,AI Engineer,Data Scientist,Researcher
C,C,B,A,A,B,D,A,D,D,C,B,AI Engineer,Data Scientist,Researcher
A,B,C,C,B,D,A,D,A,B,B,C,Backend Developer,Software Developer,Cybersecurity
D,D,D,A,A,D,A,A,B,A,C,B,Entrepreneur,UI/UX Designer,Product Manager
D,C,A,D,A,B,C,C,D,A,A,C,Product Manager,Data Scientist,UI/UX Designer
A,B,C,C,B,C,D,A,A,D,C,C,Software Developer,Cloud Engineer,Cybersecurity
C,B,B,C,C,D,D,B,A,C,B,B,Data Scientist,AI Engineer,Software Developer
A,D,B,C,A,D,A,B,A,B,A,A,Cybersecurity,UX Designer,Backend Developer
A,B,B,A,C,D,D,B,A,C,B,A,Cloud Engineer,Software Developer,Cybersecurity
C,B,B,C,D,A,B,C,B,A,B,A,AI Engineer,Software Developer,Data Scientist
B,B,A,D,D,A,B,D,B,B,A,B,Software Developer,AI Engineer,Data Scientist
A,B,D,B,C,D,D,D,D,C,B,B,Cybersecurity,Cloud Engineer,Backend Developer
D,C,D,D,C,B,A,A,A,A,D,C,Data Scientist,UI/UX Designer,Entrepreneur
C,D,D,C,A,A,A,D,D,D,C,C,UX Designer,AI Engineer,Researcher
A,A,D,D,C,B,D,C,B,C,C,C,Backend Developer,Cybersecurity,Cloud Engineer
B,B,B,C,C,B,A,C,D,B,A,D,Software Developer,Data Scientist,AI Engineer
B,C,D,C,D,C,C,D,B,C,A,C,Software Developer,AI Engineer,Data Scientist
B,D,C,C,B,B,D,B,B,D,D,C,Software Developer,Data Scientist,UX Designer
B,D,C,D,C,D,D,C,A,A,C,A,UX Designer,Software Developer,Data Scientist
B,D,B,C,B,A,B,A,D,A,A,D,Software Developer,Data Scientist,UX Designer
B,A,C,D,B,D,A,D,D,D,B,A,AI Engineer,Software Developer,Data Scientist
C,B,A,C,A,C,C,D,B,D,A,C,Data Scientist,Software Developer,AI Engineer
B,C,B,C,D,B,D,B,C,D,D,B,Software Developer,AI Engineer,Data Scientist
A,D,D,B,C,D,C,C,A,A,A,A,Cybersecurity,UX Designer,Backend Developer
D,D,C,C,B,D,D,C,D,A,A,B,UX Designer,Entrepreneur,Product Manager
C,B,B,C,D,C,B,D,C,A,D,A,Researcher,AI Engineer,Data Scientist
D,D,A,C,C,B,A,D,D,B,C,B,UX Designer,UI/UX Designer,Entrepreneur
A,C,A,B,A,C,D,A,A,A,C,D,Backend Developer,Cybersecurity,Data Scientist
D,B,B,B,C,B,C,D,A,B,A,C,Software Developer,Product Manager,Entrepreneur
C,C,C,D,C,B,D,B,B,C,A,D,Researcher,Data Scientist,AI Engineer
D,C,C,D,B,A,D,D,D,D,D,C,Entrepreneur,UI/UX Designer,Product Manager
A,D,C,B,A,B,B,D,C,C,D,D,Backend Developer,UX Designer,Cybersecurity
A,D,B,D,D,B,A,C,A,B,D,D,Backend Developer,Cybersecurity,Cloud Engineer
B,A,D,D,C,B,B,D,B,C,C,B,AI Engineer,Software Developer,Data Scientist
C,C,B,B,A,A,B,D,A,C,D,D,Researcher,AI Engineer,Data Scientist
A,A,D,C,B,A,A,D,A,D,D,D,Cybersecurity,Cloud Engineer,Backend Developer
A,C,B,A,A,C,A,D,A,D,C,C,Backend Developer,Cybersecurity,Data Scientist
A,D,B,A,A,B,D,C,D,C,C,C,UX Designer,Cybersecurity,Cloud Engineer
D,D,B,C,B,A,B,A,A,D,D,A,UX Designer,Entrepreneur,Product Manager
C,D,C,B,A,C,B,D,D,B,B,D,Researcher,UX Designer,Data Scientist
A,C,A,A,B,A,A,B,D,B,D,A,Cybersecurity,Data Scientist,Cloud Engineer
A,B,D,C,B,A,C,D,A,D,D,D,Cloud Engineer,Software Developer,Backend Developer
D,D,B,C,B,D,C,B,B,D,D,B,Product Manager,UX Designer,UI/UX Designer
A,A,C,A,A,A,A,A,D,D,C,D,Cloud Engineer,Cybersecurity,Backend Developer
B,A,D,B,D,A,B,A,D,D,B,A,AI Engineer,Data Scientist,Software Developer
C,C,C,B,C,D,D,A,D,B,C,C,AI Engineer,Data Scientist,Researcher
D,C,C,C,D,D,A,C,B,B,B,A,Entrepreneur,Product Manager,UI/UX Designer
A,B,D,B,A,A,C,B,B,B,C,A,Cloud Engineer,Backend Developer,Cybersecurity
C,B,D,B,B,B,D,B,C,C,B,C,Researcher,AI Engineer,Data Scientist
A,A,A,C,D,B,D,B,D,A,C,C,Cloud Engineer,Backend Developer,Cybersecurity
B,D,B,B,B,B,A,C,C,A,B,A,Data Scientist,Software Developer,UX Designer
B,D,B,D,C,C,D,D,D,C,D,B,Data Scientist,AI Engineer,Software Developer
B,B,C,D,D,B,D,C,C,D,D,D,Software Developer,Data Scientist,AI Engineer
A,C,C,D,C,C,C,D,D,B,C,A,Backend Developer,Data Scientist,Cybersecurity
B,C,A,C,B,D,D,B,B,D,C,C,AI Engineer,Data Scientist,Software Developer
A,B,C,C,C,C,B,A,C,C,B,B,Backend Developer,Software Developer,Cybersecurity
B,B,B,B,D,D,D,B,D,C,C,D,AI Engineer,Software Developer,Data Scientist
C,C,C,A,B,D,C,C,C,C,A,A,Data Scientist,AI Engineer,Researcher
D,B,A,A,B,A,C,C,D,C,B,D,Software Developer,Entrepreneur,Product Manager
A,C,C,A,C,B,D,C,D,A,B,B,Backend Developer,Data Scientist,Cybersecurity
A,A,A,D,D,C,A,A,D,D,A,D,Cybersecurity,Cloud Engineer,Backend Developer
D,D,D,B,A,B,D,A,A,C,B,B,Product Manager,UX Designer,Entrepreneur
A,D,C,B,A,A,D,C,A,D,C,D,UX Designer,Cloud Engineer,Backend Developer
B,A,D,A,D,B,A,D,B,A,C,D,Data Scientist,AI Engineer,Software Developer
A,D,D,C,A,B,C,B,C,D,B,D,Backend Developer,UX Designer,Cybersecurity
A,C,C,D,B,B,D,C,B,B,B,C,Backend Developer,Cloud Engineer,Data Scientist
B,A,D,A,D,C,D,A,B,D,C,D,Data Scientist,AI Engineer,Software Developer
A,D,D,D,C,A,C,C,D,D,C,D,UX Designer,Cloud Engineer,Cybersecurity
A,D,A,D,C,C,A,A,B,B,B,A,UX Designer,Cybersecurity,Cloud Engineer
A,D,C,B,B,D,C,C,D,D,D,D,Cloud Engineer,UX Designer,Cybersecurity
D,B,D,B,D,D,A,A,C,C,A,B,Entrepreneur,UI/UX Designer,Product Manager
A,B,C,D,A,A,A,D,A,C,A,D,Backend Developer,Cloud Engineer,Software Developer
D,D,A,B,C,D,A,A,C,C,B,D,UX Designer,UI/UX Designer,Product Manager
D,C,C,C,D,C,B,A,A,C,D,D,UI/UX Designer,Data Scientist,Entrepreneur
A,C,D,D,C,B,D,A,A,C,A,D,Cloud Engineer,Data Scientist,Cybersecurity
D,D,D,B,B,B,D,B,C,B,B,C,UX Designer,Product Manager,Entrepreneur
C,B,C,C,D,B,C,A,D,A,A,A,Software Developer,Researcher,Data Scientist
C,A,C,D,D,D,A,A,C,B,D,A,AI Engineer,Researcher,Data Scientist
D,D,A,C,D,C,B,A,B,A,B,B,UI/UX Designer,Entrepreneur,UX Designer
C,A,C,B,A,D,A,B,A,A,B,B,Data Scientist,Researcher,AI Engineer
D,D,D,C,A,D,B,C,A,C,D,A,Product Manager,Entrepreneur,UI/UX Designer
B,A,C,D,C,D,C,D,A,A,C,A,AI Engineer,Software Developer,Data Scientist
D,C,B,A,D,B,C,C,D,D,A,D,Data Scientist,Entrepreneur,Product Manager
C,B,D,A,D,D,B,D,C,C,C,A,Data Scientist,Researcher,AI Engineer
A,B,C,B,B,B,B,C,B,C,C,A,Backend Developer,Cybersecurity,Cloud Engineer
C,A,A,D,B,B,A,C,A,A,A,A,AI Engineer,Researcher,Data Scientist
A,A,B,A,C,B,A,A,A,C,C,D,Backend Developer,Cloud Engineer,Cybersecurity
C,A,B,C,B,B,D,B,A,C,D,B,Data Scientist,AI Engineer,Researcher
A,B,C,B,D,B,D,C,A,B,C,B,Backend Developer,Cloud Engineer,Cybersecurity
A,A,B,B,B,A,D,D,D,D,C,A,Cloud Engineer,Backend Developer,Cybersecurity
A,A,C,C,A,D,D,A,D,D,B,A,Backend Developer,Cloud Engineer,Cybersecurity
B,D,C,A,C,A,A,A,C,D,D,A,AI Engineer,Data Scientist,UX Designer
B,C,A,C,B,C,A,B,D,A,B,B,AI Engineer,Data Scientist,Software Developer
D,C,A,A,D,C,C,A,C,D,D,C,UI/UX Designer,Entrepreneur,Data Scientist
B,A,D,D,D,A,C,A,A,B,D,D,AI Engineer,Software Developer,Data Scientist
B,D,D,B,D,B,C,A,B,B,C,A,AI Engineer,Data Scientist,Software Developer
B,B,A,A,C,B,B,D,A,C,A,B,Data Scientist,Software Developer,AI Engineer
C,D,D,B,C,B,B,C,C,B,D,D,Data Scientist,AI Engineer,UX Designer
C,D,A,B,B,B,B,A,A,D,A,A,Data Scientist,UX Designer,Researcher
B,D,B,B,B,D,D,B,A,A,C,C,Data Scientist,UX Designer,Software Developer
C,C,C,C,D,D,B,D,C,D,B,D,AI Engineer,Data Scientist,Researcher
C,C,B,A,A,C,D,A,D,D,A,A,AI Engineer,Data Scientist,Researcher
D,A,D,B,B,C,B,A,C,A,D,C,Entrepreneur,Product Manager,UI/UX Designer
D,B,B,D,D,A,B,C,B,A,A,C,UI/UX Designer,Product Manager,Entrepreneur
D,A,A,B,C,D,B,D,B,D,B,B,Entrepreneur,UI/UX Designer,Product Manager
C,C,A,C,B,B,B,D,D,C,A,C,Data Scientist,Researcher,AI Engineer
B,B,C,D,B,C,B,B,D,B,D,B,Data Scientist,AI Engineer,Software Developer
A,D,C,B,C,B,B,C,A,D,B,C,Cloud Engineer,Cybersecurity,Backend Developer
C,B,D,A,A,D,B,D,B,C,D,D,Software Developer,Data Scientist,AI Engineer
D,B,A,D,D,C,B,D,D,B,D,A,Entrepreneur,UI/UX Designer,Software Developer
C,D,D,C,D,A,B,C,B,A,C,D,Researcher,Data Scientist,UX Designer
B,C,B,A,D,D,D,D,B,B,C,B,Data Scientist,Software Developer,AI Engineer
C,D,C,A,D,A,A,B,A,A,C,B,Data Scientist,AI Engineer,Researcher
C,D,D,C,C,C,B,A,B,A,B,D,AI Engineer,Data Scientist,Researcher
B,C,D,C,A,C,B,C,D,A,B,D,Software Developer,AI Engineer,Data Scientist
B,A,B,D,D,D,C,B,C,B,A,C,AI Engineer,Software Developer,Data Scientist
A,C,D,D,C,D,D,D,B,B,B,C,Data Scientist,Backend Developer,Cloud Engineer
A,A,B,C,C,D,B,A,B,D,A,C,Cybersecurity,Backend Developer,Cloud Engineer
D,C,D,C,D,D,C,C,A,A,A,D,Data Scientist,Entrepreneur,UI/UX Designer
B,A,B,B,B,B,C,D,B,A,C,B,Software Developer,AI Engineer,Data Scientist
D,D,C,D,A,C,D,A,D,D,C,D,UX Designer,Product Manager,Entrepreneur
B,D,C,A,D,A,A,C,C,D,B,A,Data Scientist,AI Engineer,UX Designer
A,D,D,B,C,B,C,B,A,A,A,C,UX Designer,Backend Developer,Cloud Engineer
A,D,A,D,D,D,B,D,D,A,B,D,Cloud Engineer,Cybersecurity,Backend Developer
D,A,D,A,D,B,D,D,A,D,A,C,UI/UX Designer,Entrepreneur,Product Manager
D,B,B,C,C,D,D,A,D,B,D,D,Entrepreneur,Product Manager,UI/UX Designer
B,D,C,D,D,B,C,B,A,A,A,A,UX Designer,Software Developer,Data Scientist
D,A,A,A,A,D,C,D,A,B,D,C,Product Manager,UI/UX Designer,Entrepreneur
B,D,C,C,A,A,D,A,B,C,D,B,UX Designer,Software Developer,Data Scientist
B,C,B,B,B,A,D,C,D,D,B,C,Data Scientist,AI Engineer,Software Developer
B,D,A,A,D,D,B,B,A,A,D,A,Software Developer,AI Engineer,UX Designer
A,B,C,A,D,D,C,A,D,B,C,C,Cybersecurity,Software Developer,Backend Developer
C,B,A,A,D,C,B,D,B,B,D,B,Software Developer,AI Engineer,Researcher
D,D,D,A,B,A,C,D,C,C,A,A,UI/UX Designer,UX Designer,Product Manager
B,B,B,A,C,A,A,B,D,B,A,D,AI Engineer,Data Scientist,Software Developer
D,A,C,B,D,C,C,C,C,B,C,B,Entrepreneur,UI/UX Designer,Product Manager
A,D,B,A,B,C,D,D,C,C,A,A,Cybersecurity,Backend Developer,UX Designer
C,C,B,A,B,D,D,D,B,B,A,B,Data Scientist,Researcher,AI Engineer
C,B,A,A,A,B,A,D,D,D,A,D,AI Engineer,Researcher,Software Developer
D,D,A,D,B,A,C,D,C,C,A,D,UI/UX Designer,UX Designer,Entrepreneur
D,A,D,C,D,B,A,C,A,A,C,B,UI/UX Designer,Entrepreneur,Product Manager
B,C,B,C,D,C,B,D,D,A,D,C,AI Engineer,Data Scientist,Software Developer
B,C,C,C,A,B,C,C,A,A,D,A,Data Scientist,AI Engineer,Software Developer
B,C,B,A,B,A,B,C,C,B,B,D,AI Engineer,Software Developer,Data Scientist
D,B,D,A,B,C,B,C,D,A,A,C,Software Developer,UI/UX Designer,Product Manager
D,D,A,A,A,C,B,B,D,C,A,A,Product Manager,UI/UX Designer,Entrepreneur
B,D,B,D,B,C,A,C,A,D,A,D,Data Scientist,Software Developer,AI Engineer
B,C,D,A,C,A,D,B,C,D,D,B,AI Engineer,Data Scientist,Software Developer
D,C,D,D,C,A,A,A,B,B,C,A,Entrepreneur,Data Scientist,Product Manager
B,A,D,D,B,C,D,D,A,B,B,A,Software Developer,Data Scientist,AI Engineer
C,A,B,A,A,B,A,D,D,C,B,A,Data Scientist,Researcher,AI Engineer
B,C,A,A,A,A,D,A,B,D,D,B,Data Scientist,AI Engineer,Software Developer
A,C,B,D,C,D,A,C,C,A,A,A,Backend Developer,Cloud Engineer,Cybersecurity
D,B,D,B,B,C,A,C,B,A,B,C,UI/UX Designer,Product Manager,Software Developer
B,C,A,D,D,B,A,C,C,C,C,D,Data Scientist,Software Developer,AI Engineer
C,C,C,D,D,D,B,A,C,A,D,A,Data Scientist,Researcher,AI Engineer
C,B,A,A,D,D,B,A,A,A,A,A,Software Developer,Researcher,Data Scientist
D,A,B,B,C,B,D,D,D,D,C,C,Product Manager,UI/UX Designer,Entrepreneur
D,B,C,B,B,B,B,D,C,B,D,A,Product Manager,Entrepreneur,Software Developer
A,A,C,D,B,A,A,B,A,A,D,D,Cloud Engineer,Cybersecurity,Backend Developer
B,C,C,A,D,B,D,C,A,C,D,D,Software Developer,Data Scientist,AI Engineer
D,D,D,D,D,B,C,D,C,D,D,D,UI/UX Designer,Entrepreneur,UX Designer
B,C,D,B,A,D,D,D,C,A,A,C,Software Developer,Data Scientist,AI Engineer
A,A,C,B,D,B,D,B,A,C,C,D,Cybersecurity,Cloud Engineer,Backend Developer
A,C,A,D,A,B,B,D,C,C,A,B,Data Scientist,Cloud Engineer,Backend Developer
C,D,C,C,A,B,B,D,C,B,B,A,Data Scientist,Researcher,UX Designer
D,B,C,D,C,D,B,B,C,B,C,B,Entrepreneur,Product Manager,UI/UX Designer
B,B,B,C,C,A,A,A,B,D,B,A,Data Scientist,AI Engineer,Software Developer
C,C,B,B,B,B,A,D,B,A,B,B,Data Scientist,Researcher,AI Engineer
B,D,C,C,C,A,D,A,D,A,B,C,Software Developer,AI Engineer,Data Scientist
B,A,A,B,C,B,B,A,C,D,D,D,AI Engineer,Software Developer,Data Scientist
B,D,B,B,B,A,A,D,B,D,A,D,UX Designer,Software Developer,AI Engineer
A,C,A,B,B,B,A,D,B,D,A,A,Data Scientist,Backend Developer,Cloud Engineer
C,D,C,C,D,A,B,A,A,B,A,D,Researcher,UX Designer,AI Engineer
C,C,C,A,D,B,B,B,C,C,A,B,AI Engineer,Researcher,Data Scientist
D,D,B,D,B,C,D,A,B,A,C,C,Product Manager,UI/UX Designer,UX Designer
B,A,B,C,C,D,B,B,A,C,B,B,Data Scientist,Software Developer,AI Engineer
C,D,D,D,D,C,D,A,A,C,C,C,UX Designer,AI Engineer,Researcher
B,B,D,C,A,B,A,C,A,B,C,C,AI Engineer,Software Developer,Data Scientist
C,A,D,C,B,A,C,B,A,D,C,A,AI Engineer,Data Scientist,Researcher
C,A,A,B,D,C,A,C,C,C,C,B,Researcher,AI Engineer,Data Scientist
B,C,D,D,B,D,B,C,C,B,B,B,Data Scientist,Software Developer,AI Engineer
A,A,C,D,D,C,B,D,B,B,A,D,Cybersecurity,Cloud Engineer,Backend Developer
C,B,A,D,C,C,C,B,B,C,C,B,Data Scientist,Researcher,AI Engineer
D,D,C,C,C,A,A,A,D,C,D,C,Product Manager,UX Designer,UI/UX Designer
B,C,B,B,D,B,D,A,B,B,A,B,Software Developer,Data Scientist,AI Engineer
B,D,A,B,C,A,B,A,B,A,B,B,Software Developer,AI Engineer,UX Designer
A,D,A,A,D,B,A,C,B,B,B,D,Cybersecurity,Cloud Engineer,UX Designer
D,B,A,A,A,B,D,C,A,A,A,D,Software Developer,Entrepreneur,UI/UX Designer
D,C,C,D,C,A,B,C,B,A,B,C,UI/UX Designer,Data Scientist,Entrepreneur
B,D,B,C,D,C,C,D,D,D,C,C,Software Developer,AI Engineer,Data Scientist
A,D,D,A,B,B,B,C,D,A,D,C,UX Designer,Backend Developer,Cybersecurity
A,C,C,D,A,C,B,D,D,C,B,B,Cloud Engineer,Backend Developer,Data Scientist
A,C,D,A,B,A,C,B,D,D,C,B,Cloud Engineer,Data Scientist,Cybersecurity
B,B,D,C,C,C,C,A,C,C,A,B,AI Engineer,Data Scientist,Software Developer
A,D,B,C,B,D,D,B,B,D,A,A,Backend Developer,UX Designer,Cloud Engineer
C,B,A,B,A,C,A,D,C,B,C,B,Data Scientist,AI Engineer,Researcher
C,C,B,D,C,B,A,A,C,B,D,A,Data Scientist,AI Engineer,Researcher
B,D,D,D,B,C,B,B,D,B,A,A,UX Designer,AI Engineer,Data Scientist
B,B,D,B,A,C,D,C,D,D,C,D,Data Scientist,AI Engineer,Software Developer
D,D,C,D,C,B,A,B,C,D,C,C,UX Designer,Entrepreneur,Product Manager
A,A,C,D,D,C,D,B,B,D,A,B,Backend Developer,Cybersecurity,Cloud Engineer
C,A,A,A,D,C,C,C,C,B,D,C,AI Engineer,Data Scientist,Researcher
C,C,A,B,B,B,C,D,C,B,B,C,Researcher,Data Scientist,AI Engineer
D,B,B,D,C,A,D,D,C,D,C,D,Software Developer,UI/UX Designer,Entrepreneur
B,B,A,C,A,D,C,B,B,C,C,A,Software Developer,Data Scientist,AI Engineer
C,B,D,C,A,D,C,C,C,A,B,C,Software Developer,Researcher,AI Engineer
A,C,A,D,A,D,B,B,B,C,A,A,Cybersecurity,Cloud Engineer,Data Scientist
A,A,D,B,C,C,B,C,B,A,D,C,Backend Developer,Cloud Engineer,Cybersecurity
B,C,C,A,B,A,B,D,D,D,D,C,Software Developer,AI Engineer,Data Scientist
B,D,D,C,A,B,B,A,A,C,D,D,AI Engineer,Data Scientist,UX Designer
D,D,A,D,C,C,C,B,C,D,C,B,Product Manager,UX Designer,Entrepreneur
A,C,B,D,A,D,B,A,D,B,D,A,Backend Developer,Data Scientist,Cybersecurity
A,B,B,A,C,C,C,C,B,C,A,C,Software Developer,Backend Developer,Cybersecurity
A,A,D,B,B,D,C,B,D,A,C,A,Cybersecurity,Cloud Engineer,Backend Developer
A,B,D,D,B,A,B,B,D,B,C,C,Cybersecurity,Backend Developer,Software Developer
B,B,A,A,D,B,A,D,B,A,A,D,Software Developer,Data Scientist,AI Engineer
C,A,D,D,C,B,A,C,C,C,A,C,AI Engineer,Researcher,Data Scientist
A,D,A,C,D,A,A,A,D,D,A,D,UX Designer,Cybersecurity,Backend Developer
C,D,A,B,A,B,D,A,C,A,C,B,AI Engineer,Data Scientist,Researcher
C,D,C,A,C,D,D,B,D,B,A,C,Data Scientist,UX Designer,AI Engineer
A,A,A,C,D,B,A,A,A,B,B,A,Backend Developer,Cloud Engineer,Cybersecurity
A,A,A,D,A,D,D,D,D,C,C,D,Cybersecurity,Cloud Engineer,Backend Developer
C,C,B,D,D,D,C,B,A,A,B,D,Data Scientist,AI Engineer,Researcher
B,B,A,D,A,A,A,C,C,B,A,B,Software Developer,AI Engineer,Data Scientist
C,C,D,B,B,B,D,B,B,C,B,B,Data Scientist,AI Engineer,Researcher
C,D,A,D,A,D,B,C,D,D,A,D,Data Scientist,UX Designer,AI Engineer
C,D,B,B,C,B,B,D,A,C,D,A,AI Engineer,UX Designer,Researcher
A,B,B,D,A,C,A,A,B,C,D,C,Software Developer,Backend Developer,Cloud Engineer
A,D,A,D,D,D,C,A,C,A,C,B,Cloud Engineer,UX Designer,Cybersecurity
